title,link,date,name,parent,companyAbout
"Jonas Software Acquires Critical Impact Software, Inc.",https://jonassoftware.com/jonas-software-acquires-critical-impact-software-inc,2019-11-01T00:00:00,"Critical Impact Software, Inc",Jonas Software,"Critical Impact is a Virginia-based company with over 10 years of experience providing email marketing software for progressive highly communicative businesses. The business primarily serves the association, travel, financial services publishing and non-profit sectors. Critical Impact’s e-marketing tools help to deliver rich, dynamic newsletters, automated marketing campaigns, SMS messages and surveys that provide the impact modern marketers are looking for.Jonas Software operates over 90 independently managed software brands around the world, providing them with the strategic guidance and financial security required to be leaders in their respective markets. From its roots formed in the construction and club management markets, Jonas Software’s reach has grown extensively within the salon/spa, fitness, membership, attractions, hospitality, retail, medical, education and industrial verticals. Today, Jonas Software is proud to supply industry-leading enterprise management software and related services to more than 80,000 customers in over 20 vertical markets."
Jonas Software Acquires Pacsoft International Ltd.,https://jonassoftware.com/jonas-software-acquires-marina-management-experts-pacsoft-international-ltd,2019-10-01T00:00:00,Pacsoft International Ltd,Jonas Software,"Pacsoft is a New Zealand-based company with 20 years of experience providing software for marinas, boatyards and shipyards. Marine businesses in more than 20 countries use its one-stop shop marina management software to run all aspects of their business. The PacsoftNG platform is designed to save businesses time and money by automating and integrating daily tasks and helping marinas, boatyards and shipyards to serve customers while maintaining tight control over business processes.Jonas Software operates over 80 independently managed software brands around the world, providing them with the strategic guidance and financial security required to be leaders in their respective markets. From its roots formed in the construction and club management markets, Jonas Software’s reach has grown extensively within the salon/spa, fitness, membership, hospitality, and industrial verticals. Today, Jonas Software is proud to supply industry-leading enterprise management software and related services to more than 80,000 customers in 20 vertical markets."
Jonas Software Announces the Acquisition of Uniware Systems Ltd.,https://jonassoftware.com/jonas-software-announces-the-acquisition-of-uniware-systems-ltd,2019-08-30T00:00:00,Uniware Systems Ltd,Jonas Software,"Uniware is committed to providing advanced, proven, powerful EPoS systems in the hospitality and retail sectors. With over 25 years of experience, Uniware offers smarter EPoS, faster payments, and intuitive loyalty. Uniware has no borders and now services clients worldwide in locations such as the UK, Ireland, Cyprus, Holland and Malaysia.Jonas Software operates over 80 independently managed software brands around the world, providing them with the strategic guidance and financial security required to be leaders in their respective markets. From its roots formed in the construction and club management markets, Jonas Software’s reach has grown extensively within the fitness, membership, hospitality and industrial verticals. Today, Jonas Software is proud to supply industry-leading enterprise management software and related services to more than 80,000 customers in 20 vertical markets."
Jonas Software Acquires GuestVision Technology Solutions,https://jonassoftware.com/jonas-software-announces-the-acquisition-of-guestvision-technology-solutions,2019-08-23T00:00:00,GuestVision Technology Solutions,Jonas Software,"GuestVision Software was released into the marketplace, initially to the walk-in beauty salon chain market. Today, GuestVision is one of a few salon software packages flexible enough to span the breadth of the beauty industry with a focus on multi-national enterprises across cosmetology schools, salons, and barbershops. Today GuestVision offers not only software solutions but hardware, support, and consulting for an all-in-one stop for technology needs. GuestVision promises to continue providing innovation, exceptional service, and new technology to assist clients in all of their endeavours.Jonas Software operates over 80 independently managed software brands around the world, providing them with the strategic guidance and financial security required to be leaders in their respective markets. From its roots formed in the construction and club management markets, Jonas Software’s reach has grown extensively within the salon/spa, fitness, membership, hospitality, and industrial verticals. Today, Jonas Software is proud to supply industry-leading enterprise management software and related services to more than 80,000 customers in 20 vertical markets."
Jonas Software Announces the Acquisition of ITWERCS Point of Sale,https://jonassoftware.com/jonas-software-announces-the-acquisition-of-itwercs-point-of-sale,2019-08-15T00:00:00,"Point of Sale Enterprise, LLC",Jonas Software,"ITWERCS was founded in 2016 in Marietta, Georgia, USA.  Their cloud platform was originally launched in 2007 inside a major restaurant brand and provides a robust and comprehensive solution that covers POS, payments, kitchen display systems, scheduling, inventory, marketing & loyalty, and waitlist & reservations. Jonas Software operates over 80 independently managed software brands around the world, providing them with the strategic guidance and financial security required to be leaders in their respective markets. From its roots formed in the construction and club management markets, Jonas Software’s reach has grown extensively within the fitness, membership, hospitality and industrial verticals. Today, Jonas Software is proud to supply industry-leading enterprise management software and related services to more than 80,000 customers in 20 vertical markets."
Jonas Software Announces the Acquisition of CORVID Paygate,https://jonassoftware.com/jonas-software-announces-the-acquisition-of-corvid-paygate,2019-06-24T00:00:00,CORVID Paygate,Jonas Software,"Paygate was founded in 2016 in Stevenage, Hertfordshire, United Kingdom, Paygate is a premium payment processing software business that provides data validation and services to support automated banking and e-commerce transactions. Paygate is built to take on new and emerging industry standards and regulations such as PSD2, SHA2 and NPA. Paygate provide free software updates to ensure our customers stay compliant and their payments schedules stay on track.Ultra is a specialist international electrical and electronics engineering company. The Group operates predominantly in defence and other highly regulated markets with particular expertise in the maritime, and C3 (command, communication, and control including cyber) domains. Ultra is a Tier 3 equipment/sub-system and Tier 2 systems provider, focused on providing mission-specific, bespoke solutions for its customers.Jonas Software operates over 80 independently managed software brands around the world, providing them with the strategic guidance and financial security required to be leaders in their respective markets. From its roots formed in the construction and club management markets, Jonas Software’s reach has grown extensively within the fitness, membership, hospitality and industrial verticals. Today, Jonas Software is proud to supply industry-leading enterprise management software and related services to more than 80,000 customers in 20 vertical markets."
Jonas Software Announces the Acquisition of BEC Legal Systems,https://jonassoftware.com/jonas-software-announces-the-acquisition-of-bec-legal-systems,2019-04-16T00:00:00,BEC Legal Systems,Jonas Software,"BEC Legal Systems was founded in 1942 in Cincinnati, OH, USA, starting out as a vendor of typewriters and re-furbished office equipment.  In 1970 the company began to focus exclusively on the legal market, providing network services, training and consulting for document management, document automation, time and billing, and digital dictation systems. Today, BEC continues to develop software solutions that help law firms organize their cases, manage their dockets and efficiently produce documents, giving attorneys more time to focus on their clients. Jonas Software operates over 80 independently managed software brands around the world, providing them with the strategic guidance and financial security required to be leaders in their respective markets. From its roots formed in the construction and club management markets, Jonas Software’s reach has grown extensively within the fitness, membership, hospitality and industrial verticals. Today, Jonas Software is proud to supply industry-leading enterprise management software and related services to more than 80,000 customers in 20 vertical markets."
Jonas Software Announces the Acquisition of mJobTime Corporation,https://jonassoftware.com/jonas-software-announces-the-acquisition-of-mjobtime-corporation,2019-04-08T00:00:00,mJobTime Corporation,Jonas Software,"Founded in 1994 and headquartered in Beaumont, TX, USA, mJobTime provides customizable, scalable time-tracking software to help businesses improve on their processes and efficiencies while decreasing their costs and expenses. mJobTime has received many accolades including being named one of the 50 Hottest Companies by Construtech Magazine, and more recently, being named the Technology Enabler for Construtech Vision award winner, Heico Construction Group. Jonas Software operates over 80 independently managed software brands around the world, providing them with the strategic guidance and financial security required to be leaders in their respective markets. From its roots formed in the construction and club management markets, Jonas Software’s reach has grown extensively within the fitness, membership, hospitality and industrial verticals. Today, Jonas Software is proud to supply industry-leading enterprise management software and related services to more than 70,000 customers in 20 vertical markets."
"Jonas Software Announces the Acquisition of WineFetch, Inc.",https://jonassoftware.com/jonas-software-announces-the-acquisition-of-winefetch-inc,2019-03-15T00:00:00,WineFetch,Jonas Software,"Founded in 2004 and based in Chapel Hill, NC, USA, WineFetch helps transform traditional brick and mortar wine retailers into savvy online businesses with powerful, data-driven marketing, SEO, and e-commerce tools that increase customer acquisition, retention, and loyalty, resulting in higher sales. WineFetch’s user experience and the interface makes it easy for clients and their customers to use. WineFetch also captures customer data to help retailers better understand their customers and proactively cater to their needs and wants.Jonas Software operates over 80 independently managed software brands around the world, providing them with the strategic guidance and financial security required to be leaders in their respective markets. From its roots formed in the Construction and Club Management markets, Jonas Software’s reach has grown extensively within the fitness, membership, hospitality and industrial verticals. Today, Jonas Software is proud to supply industry-leading enterprise management software and related services to more than 70,000 customers in 20 vertical markets."
Jonas Software Announces the Acquisition of Green 4 Solutions Ltd.,https://jonassoftware.com/jonas-software-announces-the-acquisition-of-green-4-solutions-ltd,2019-03-11T00:00:00,Green 4 Solutions Ltd,Jonas Software,"Green 4 was founded at the Ricoh Arena, Coventry in 2006 before moving to their current home in Lutterworth, Leicestershire. Green 4 specialises in providing sports and leisure businesses with a CRM driven approach to ticketing and customer engagement. Built on Microsoft Dynamics CRM, “Go” is a single platform solution that helps organisations create fantastic relationships with their customers through carefully constructed online journeys and the intelligent use of data. Green 4 provides solutions to; Silverstone Circuit, Hollywood Bowl Group, Chill Factore, Aston Villa FC, Celtic FC, Club Atlético River Plate and other well-recognised brands globally.Jonas Software operates over 80 independently managed software brands around the world, providing them with the strategic guidance and financial security required to be leaders in their respective markets. From its roots formed in the construction and club management markets, Jonas Software’s reach has grown extensively within the fitness, membership, hospitality and industrial verticals. Today, Jonas Software is proud to supply industry-leading enterprise management software and related services to more than 70,000 customers in 20 vertical markets."
Jonas Software Announces the Acquisition of Happen Business Pty Limited,https://jonassoftware.com/jonas-software-announces-the-acquisition-of-happen-business-pty-limited,2019-02-13T00:00:00,Happen Business Pty Limited,Jonas Software,"Happen was founded in 2001 in Mortdale, New South Wales, Australia. Happen was established to fill a growing need in the market for a comprehensive accounting and business workflow solution. The company rapidly established a strong following for its Jim2 Business Engine software, and now has an extensive customer base in diverse industries such as managed print, managed services, importing, distribution, sales and service, specialized retailing and manufacturing. Happen’s in-house team of professional consultants, development experts and support engineers are ready and resourced to ensure businesses using Jim2 Business Engine maximize their return on investment.Jonas Software operates over 80 independently managed software brands around the world, providing them with the strategic guidance and financial security required to be leaders in their respective markets. From its roots formed in the construction and club management markets, Jonas Software’s reach has grown extensively within the fitness, membership, hospitality and industrial verticals. Today, Jonas Software is proud to supply industry-leading enterprise management software and related services to more than 70,000 customers in 20 vertical markets."
Jonas Software Announces the Acquisition of Leonardo Worldwide,https://jonassoftware.com/jonas-software-announces-the-acquisition-of-leonardo-worldwide-corporation,2018-11-19T00:00:00,Leonardo Worldwide Corporation,Jonas Software,"Founded in Toronto, Ontario, Canada in 2000, Leonardo helps hotels generate more bookings and revenue, and contributes to better travel experiences by making it easier for guests to select the hotels that meet their needs and expectations. Leonardo’s technology platform lets hotels, hotel chains and management companies showcase their properties and amenities across the web to drive more bookings and revenue. Leonardo has engaged partnerships with global hotel chains, leading travel websites and thousands of hotel properties.An operating group of Constellation Software Inc. (TSX: CSU), Jonas Software operates over 75 independently managed software brands around the world, providing them with the strategic guidance and financial security required to be leaders in their respective markets. From its roots formed in the construction and club management markets, Jonas Software’s reach has grown extensively within the fitness, membership, hospitality and industrial verticals. Today, Jonas Software is proud to supply industry-leading enterprise management software and related services to more than 70,000 customers in 20 vertical markets."
Jonas Software Announces the Acquisition of Minted Box Education Ltd.,https://jonassoftware.com/jonas-software-announces-the-acquisition-of-minted-box-education-ltd,2018-10-30T00:00:00,Minted Box Education Ltd,Jonas Software,"Minted Box was founded in 2009 in Guildford, Surrey, England. Minted Box takes care of developing and maintaining software and websites so you can focus on growing and operating your business to drive revenue and traffic. MINTclass transforms educational institutions and educators by utilizing student information so educators can better understand how to help their students and be more efficient in their lessons.Jonas Software operates over 75 independently managed software brands around the world, providing them with the strategic guidance and financial security required to be leaders in their respective markets. From its roots formed in the construction and club management markets, Jonas Software’s reach has grown extensively within the fitness, membership, hospitality and industrial verticals. Today, Jonas Software is proud to supply industry-leading enterprise management software and related services to more than 70,000 customers in 20 vertical markets."
Jonas Software Announces the Acquisition of Greycon Ltd.,https://jonassoftware.com/jonas-software-announces-the-acquisition-of-greycon-ltd,2018-10-12T00:00:00,Greycon Ltd,Jonas Software,"Founded in 1985 from the Industrial Systems Group of Imperial College of the University of London, Greycon is the world’s leading provider of production planning, scheduling, forecasting and manufacturing execution systems, which are designed specifically for roll-based & flat sheet industries. Greycon’s founders, Alex Dimitriadis, Prof. Greyham Bryant, and Dr Constantine Goulimis, have taken Greycon throughout the world with 500 sites in over 40 countries. With solutions such as X-Trim, GreyconMill, opt-Studio and Greycon Forecasting, companies can achieve new success and growth like never before.Greycon is the recent recipient of the Queen’s Award for Enterprise in International Trade for their successful overseas expansion.Jonas Software operates over 75 independently managed software brands around the world, providing them with the strategic guidance and financial security required to be leaders in their respective markets. From its roots formed in the construction and club management markets, Jonas Software’s reach has grown extensively within the fitness, membership, hospitality and industrial verticals. Today, Jonas Software is proud to supply industry-leading enterprise management software and related services to more than 70,000 customers in 20 vertical markets."
Jonas Software Announces the Acquisition of TechMate International,https://jonassoftware.com/jonas-software-announces-the-acquisition-of-techmate-international,2018-08-24T00:00:00,TechMate International Inc,Jonas Software,"TechMate was founded in Laguna Hills, California, United States in 1989. TechMate provides comprehensive moving storage solutions with leading products such as FirstMate, LoadMate, SalesMate and Android SalesMate. TechMates’s sophisticated solutions help their clients organize and service their business operations, sales and customers more effectively and efficiently.Jonas Software operates over 75 independently managed software brands around the world, providing them with the strategic guidance and financial security required to be leaders in their respective markets. From its roots formed in the construction and club management markets, Jonas Software’s reach has grown extensively within the fitness, membership, hospitality and industrial verticals. Today, Jonas Software is proud to supply industry-leading enterprise management software and related services to more than 70,000 customers in 20 vertical markets."
Jonas Software Announces the Acquisition of Chameleon Software Pty Ltd.,https://jonassoftware.com/jonas-software-announces-the-acquisition-of-chameleon-software-pty-ltd,2018-08-08T00:00:00,Chameleon Software Pty Ltd,Jonas Software,"Chameleon was founded in Perth, Australia in 1993 and is now run out of Coffs Harbour in New South Wales. Chameleon’s core product, Case Manager, was developed with a goal to provide technology solutions to improve productivity and efficiencies in the rehabilitation industry. Today, Case Manager is more than just a case management tool; with a customer base spreading across Australia, the United States and the United Kingdom, users are enjoying the functionality Case Manager has to offer with a sophisticated information management system incorporating integrated accounting and reporting capabilities.Jonas Software operates over 75 independently managed software brands around the world, providing them with the strategic guidance and financial security required to be leaders in their respective markets. From its roots formed in the construction and club management markets, Jonas Software’s reach has grown extensively within the fitness, membership, hospitality and industrial verticals. Today, Jonas Software is proud to supply industry-leading enterprise management software and related services to more than 70,000 customers in 20 vertical markets."
Jonas Software Announces the Acquisition of Ez-Runner Systems Ltd.,https://jonassoftware.com/jonas-software-announces-the-acquisition-of-ez-runner-systems-ltd,2018-08-01T00:00:00,Ez-Runner Systems Ltd,Jonas Software,"Ez-Runner was founded in Copthorne, West Sussex, United Kingdom in 1995. Ez-Runner’s leading software solutions can be tailored to match the needs of the business to help them improve their current operations, streamline their processes and improve their customer’s experience and retention. Teams can focus more on growing the business and deepen their relationships with the customers when supported by Ez-Runner solutions and services.Jonas Software operates over 75 independently managed software brands around the world, providing them with the strategic guidance and financial security required to be leaders in their respective markets. From its roots formed in the construction and club management markets, Jonas Software’s reach has grown extensively within the fitness, membership, hospitality and industrial verticals. Today, Jonas Software is proud to supply industry-leading enterprise management software and related services to more than 70,000 customers in 20 vertical markets."
Jonas Software Acquires Orion Wine Software Inc.,https://jonassoftware.com/jonas-software-acquires-orion-wine-software-inc,2018-05-31T00:00:00,Orion Wine Software Inc,Jonas Software,"Orion offers software solutions to help wineries manage their operational information, enabling them to improve productivity, reduce errors and save money.  Orion’s exceptional commitment to the wine industry and product improvement has established Orion as the first choice for wineries seeking robust software solutions and outstanding service.Jonas Software operates over 75 independently managed software brands around the world, providing them with the strategic guidance and financial security required to be leaders in their respective markets. From its roots formed in the construction and club management markets, Jonas Software’s reach has grown extensively within the fitness, membership, hospitality and industrial verticals. Today, Jonas Software is proud to supply industry-leading enterprise management software and related services to more than 70,000 customers in 20 vertical markets."
"Jonas Software Announces the Acquisition of XLerant, Inc.",https://jonassoftware.com/jonas-software-announces-the-acquisition-of-xlerant-inc,2018-03-30T00:00:00,XLerant,Jonas Software,"XLerant was founded in Stamford, Connecticut, USA in 2008. XLerant provides cloud-based budgeting, forecasting and reporting solutions designed with easy to use interfaces. XLerant’s software-as-a-service (SaaS) solutions serve small to mid-size enterprises who value collaborative environments as an effective way to engage employees and achieve their strategic objectives.Jonas Software operates over 75 independently managed software brands around the world, providing them with the strategic guidance and financial security required to be leaders in their respective markets. From its roots formed in the construction and club management markets, Jonas Software’s reach has grown extensively within the fitness, membership, hospitality and industrial verticals. Today, Jonas Software is proud to supply industry-leading enterprise management software and related services to more than 70,000 customers in 20 vertical markets."
Jonas Software Announces the Acquisition of What Applications Limited,https://jonassoftware.com/jonas-software-announces-the-acquisition-of-what-applications-limited,2018-02-20T00:00:00,What Applications Limited,Jonas Software,"WhatSalon is a mobile marketplace that shows you the hottest salons that are closest to you. You can search by service, enabling you to find a salon in your area that offers exactly what you need. Browse beautiful imagery and read trusted reviews to get a better understanding of the salon before ever booking an appointment.Jonas Software operates over 75 independently managed software brands around the world, providing them with the strategic guidance and financial security required to be leaders in their respective markets. From its roots formed in the construction and club management markets, Jonas Software’s reach has grown extensively within the fitness, membership, hospitality and industrial verticals. Today, Jonas Software is proud to supply industry-leading enterprise management software and related services to more than 70,000 customers in 20 vertical markets."
Jonas Software Announces the Acquisition of HavenStar,https://jonassoftware.com/jonas-software-announces-the-acquisition-of-havenstar,2018-01-12T00:00:00,Blayhall Marine Limited,Jonas Software,"HavenStar Software Solutions Limited is an enterprise Marina Management System for managing multiple sites and suited for marinas located worldwide, offering full multicurrency transaction processing and reporting. The solution can link with a wide range of accounting systems and other 3rd party applications. Fully integrated add-on modules include Dockside Manager mobile solution; Electronic Point of Sale for chandleries, receptions and fuel docks; and Boatyard Manager for handling electricity and water meters.Jonas Software operates over 75 independently managed software brands around the world, providing them with the strategic guidance and financial security required to be leaders in their respective markets. Jonas Software’s reach has grown extensively within the fitness, membership, hospitality, and industrial verticals from its roots formed in the construction and club management markets. Today, Jonas Software is proud to supply industry-leading enterprise management software and related services to more than 70,000 customers in 20 vertical markets."
Jonas Software Announces the Acquisition of Pike13 Inc.,https://jonassoftware.com/jonas-software-announces-the-acquisition-of-pike13,2018-01-09T00:00:00,Pike13,Jonas Software,"Pike13 Inc was founded in Seattle, Washington, USA in 2011. Pike13 is a new point of service mobile app that not only takes payments but also helps business owners and staff service clients from anywhere. It is designed specifically for businesses focused on recurring services and automates payments, scheduling and client management.Jonas Software operates over 70 independently managed software companies around the world, providing them with the strategic guidance and financial security required to be leaders in their respective markets. Jonas Software’s reach has grown extensively within the fitness, membership, hospitality, and industrial verticals from its roots formed in the construction and club management markets. Today, Jonas Software is proud to supply industry-leading enterprise management software and related services to more than 70,000 customers in 20 vertical markets."
Jonas Software Announces the Acquisition of Bookassist Holdings Ltd.,https://jonassoftware.com/jonas-software-announces-the-acquisition-of-bookassist,2017-12-13T00:00:00,Bookassist Holdings Ltd,Jonas Software,"Founded in Dublin, Ireland in 1999, Bookassist management comprises an expert and award-winning team with decades of experience in scientific and technology research, in the hospitality industry, in internet consultancy and in enterprise-level software development. They have long been recognised as a thought leader, first-mover and innovator in the hospitality technology space with offices in Dublin, Madrid, Rome, Vienna and Prague with resellers worldwide. Bookassist is a trading name and registered trademark of Automatic Netware Limited. Ponterra Business Advisors provided strategic investment banking advice to Bookassist on the transaction.Jonas Software operates over 70 independently managed software companies around the world, providing them with the strategic guidance and financial security required to be leaders in their respective markets. From its roots formed in the construction and club management markets, Jonas Software’s reach has grown extensively within the hospitality, fitness and industrial verticals. Today, Jonas Software is proud to supply industry-leading enterprise management software and related services to 20 vertical markets."
Jonas Software Announces the Acquisition of MCR Systems,https://jonassoftware.com/jonas-software-announces-the-acquisition-of-mcr-systems,2017-11-01T00:00:00,MCR Systems,Jonas Software,"MCR provides hospitality, catering and leisure organizations with enterprise management solutions, which directly improve the efficiency of their business operations. They do this by combining high-quality software, cutting edge EPOS technology and an unrivalled level of experience.Jonas Software operates over 70 independently managed software companies around the world, providing them with the strategic guidance and financial security required to be leaders in their respective markets. From our roots formed in the Construction and Club Management markets, our reach has grown extensively within the Hospitality, Fitness and Industrial verticals. Today we are proud to supply industry-leading enterprise management software and related services to 17 vertical markets."
"Jonas Software Announces the Acquisition of Innovative Computer Solutions, Inc.",https://jonassoftware.com/jonas-software-announces-the-acquisition-of-innovative-computer-solutions,2017-04-03T00:00:00,Innovative Computer Solutions,Jonas Software,"ICS is a leading provider of software solutions to the US beer, liquor and wine retail market. ICS’ core product, Vision, provides Point of Sale, Inventory, Purchasing and Reporting solutions for more than 600 retail locations.Jonas Software operates over 70 independently managed software companies around the world, providing them with the strategic guidance and financial security required to be leaders in their respective markets. From our roots formed in the Construction and Club Management markets, our reach has grown extensively within the Hospitality, Fitness and Industrial verticals. Today we are proud to supply industry-leading enterprise management software and related services to 17 vertical markets."
Jonas Software Announces the Acquisition of Innosoft Canada Inc.,https://jonassoftware.com/jonas-software-announces-the-acquisition-of-innosoft-canada,2017-03-13T00:00:00,InnoSoft Canada,Jonas Software,"InnoSoft is the leading provider of campus recreation management software to the University market in North America with world famous customers such as Wisconsin, Michigan, Western, Waterloo, Notre Dame, Florida, UCLA, Arizona State and many more. Over the years, InnoSoft has built strong products and services to help Colleges and Universities fully manage all aspects of their recreational facilities, so that student, faculty and staff members, as well as selected outside guests, have the ability to utilize facilities and sign up for various activities and leagues.Jonas Software operates over 70 independently managed software companies around the world, providing them with the strategic guidance and financial security required to be leaders in their respective markets. From our roots formed in the Construction and Club Management markets, our reach has grown extensively within the Fitness, Recreation, Hospitality and Industrial verticals. Today we are proud to supply industry-leading enterprise management software and related services to 17 vertical markets."
Jonas Software Announces the Acquisition of SignMeUp.com,https://jonassoftware.com/jonas-software-announces-the-acquisition-of-signmeup,2016-07-04T00:00:00,SignMeUp.com Inc,Jonas Software,"SMU is a leading provider of web-based software and services for event registration, membership management and fundraising campaigns. Over the years SMU has built a strong product and service to help clubs, schools, groups, event and race organizers efficiently allow these organizations to automate the process of running their event/club and take payments.Jonas Software operates over 50 independently managed software companies around the world, providing them with the strategic guidance and financial security required to be leaders in their respective markets. With our roots formed in the Construction and Club Management markets, our reach has grown extensively within the Hospitality and Industrial verticals, and today we are proud to supply industry-leading enterprise management software and related services to 17 vertical markets."
Jonas Software Announces the Acquisition of Multi-Systems Inc.,https://jonassoftware.com/jonas-software-announces-the-acquisition-of-multi-systems-inc,2016-04-18T00:00:00,Multi-Systems Inc,Jonas Software,"MSI is a leading provider of Property Management Software and solutions to the North American Hotel industry. Over the years MSI has built a leadership position in the Mid Tier, Economy and Extended Stay segments of the North American hotel market and works with a number of well know hotel properties and brands. MSI has recently released a true cloud-based PMS solution that is proving to be very popular with both new name prospects and existing clients looking to make the move to the Cloud.Jonas Software operates over 50 independently managed software companies around the world, providing them with the strategic guidance and financial security required to be leaders in their respective markets. With our roots formed in the Construction and Club Management markets, our reach has grown extensively within the Hospitality and Industrial verticals, and today we are proud to supply industry-leading enterprise management software and related services to 17 vertical markets. "
Jonas Software Announces the Acquisition of Resolve Software Group,https://jonassoftware.com/jonas-software-announces-the-acquisition-of-resolve-software-group,2016-04-11T00:00:00,Resolve Software Group Pty Ltd,Jonas Software,"Resolve is a leading provider of Dynamic Case Management Software and solutions for organizations that need to efficiently and effectively handle many cases and complaints while ensuring their customers/constituents are well looked after. Resolve’s products can be used in a wide variety of settings, however, Resolve has built a particularly strong presence in the Government sector. Resolve is known as the leader in the Australian and New Zealand market for assisting numerous government entities (Federal and State) with effectively managing and solving numerous enquiries, concerns and complaints while at the same time ensuring Service Level Agreements are maintained and also reducing overall costs in the Case management process.Jonas Software operates over 50 independently managed software companies around the world, providing them with the strategic guidance and financial security required to be leaders in their respective markets. With our roots formed in the Construction and Club Management markets, our reach has grown extensively within the Hospitality and Industrial verticals, and today we are proud to supply industry-leading enterprise management software and related services to 17 vertical markets. "
Jonas Software Announces the Acquisition of ePOS Group Ltd.,https://jonassoftware.com/jonas-software-announces-the-acquisition-of-epos-group,2015-12-07T00:00:00,ePOS Group Ltd,Jonas Software,"ePOS Group Ltd. (“ePOS”) is a leading provider of software solutions in the UK retail market, with carefully designed and installed POS systems in the retail and hospitality areas (including bars, pubs, convenience, fast food, grocers, restaurants, clubs, hotels, farm-shops and bakeries). They are a trusted partner to thousands of businesses requiring everything from touch terminals to classic till style cash registers.Jonas Software operates over 50 independently managed software companies around the world, providing them with the strategic guidance and financial security required to be leaders in their respective markets. With our roots formed in the Construction and Club Management markets, our reach has grown extensively within the Hospitality and Industrial verticals, and today we are proud to supply industry-leading enterprise management software and related services to 15 vertical markets."
Jonas Software Announces the Acquisition of FashionMaster Ltd,https://jonassoftware.com/jonas-software-announces-the-acquisition-of-fashionmaster-ltd,2015-10-08T00:00:00,"FashionMaster Ltd. (“FM”),",Jonas Software,"Fashion Master is a leading provider of Enterprise Software solutions into the UK retail market, with a stronger presence and appeal to the fashion end of the market. FM Limited provides integrated IT solutions for Retailing, Wholesaling, Mail Order, E-Commerce, Warehouse Management and Distribution. They include a wide range of businesses including Fashion Clothing, Sportswear, Schoolwear, Bridalwear, Workwear, Footwear, Luggage, Jewellery, Fabric, Homewares, Accessories and many other types of retail and wholesale operations use the solutions.Jonas Software operates over 50 independently managed software companies around the world, providing them with the strategic guidance and financial security required to be leaders in their respective markets. With our roots formed in the Construction and Club Management markets, our reach has grown extensively within the Hospitality and Industrial verticals, and today we are proud to supply industry-leading enterprise management software and related services to 15 vertical markets."
Jonas Software Announces the Acquisition of MembersFirst Inc.,https://jonassoftware.com/jonas-software-acquires-membersfirst,2015-08-24T00:00:00,MembersFirst Inc,Jonas Software,"MembersFirst is an award-winning digital agency & software provider for member-based organizations, including country clubs, yacht clubs, gated community HOAs, alumni associations, and other private recreational clubs. Through extensive in-house services and a strategic network of technology partners, MembersFirst is the only single-source vendor to offer effective web & print design, value-proven marketing services, cinematic video production, and intelligent software that spans the gamut from simple court reservations to enterprise-level performance reporting.Whether your club is small, large, public or fully private, Jonas Software has the right mix of software, communication and service solutions to fit your needs. Worldwide over 2,300 clubs in more than 17 countries, with memberships ranging from 100 to 20,000, utilize Jonas Software to build and enrich member relationships, increase revenues, and decrease costs."
Jonas Software Acquires InReach Continuing Education Solutions,https://jonassoftware.com/jonas-software-announces-the-acquisition-of-inreach-continuing-education-solutions,2015-07-14T00:00:00,InReach,Jonas Software,"InReach is a leading provider of continuing education management solutions. The first and most widely used solution for bringing accredited continuing education (CE) online, InReach technology, services, and experience have helped hundreds of organizations expand their continuing professional education programs beyond in-person events. For more than a decade, the leading providers of continuing medical, financial, and legal education have successfully leveraged InReach to produce, manage, distribute, and profit from successful online CE programs. For more information contact us at Info@InReachCE.com or visit www.InReachCE.com.Jonas Software operates over 50 independently managed software companies around the world, providing them with the strategic guidance and financial security required to be leaders in their respective markets. With our roots formed in the Construction and Club Management markets, our reach has grown extensively within the Hospitality and Industrial verticals, and today we are proud to supply industry-leading enterprise management software and related services to 15 vertical markets."
Jonas Software Announces the Acquisition of Apps That Fit LLC – MiGym,https://jonassoftware.com/jonas-software-announces-the-acquisition-of-migym,2015-05-22T00:00:00,Apps That Fit LLC “MiGym”,Jonas Software,"Apps That Fit LLC “MiGym” is a leading mobile app provider for the fitness industry in North America. The app allows clubs to provide enhanced convenience, generate additional revenue and increase member retention.Jonas Software operates over 50 independently managed software companies around the world, providing them with the strategic guidance and financial security required to be leaders in their respective markets. With our roots formed in the Construction and Club Management markets, our reach has grown extensively within the Hospitality and Industrial verticals, and today we are proud to supply industry-leading enterprise management software and related services to 15 vertical markets."
Jonas Software Acquires Show Data Systems Ltd and Interchange Communications Ltd,https://jonassoftware.com/jonas-software-acquires-show-data-systems-limited-and-interchange-communications-limited,2015-05-04T00:00:00,Show Data Systems Ltd and Interchange Communications Ltd,Jonas Software,"Show Data Systems Ltd and Interchange Communications Ltd provide online and front of house registration software and services for consumer, trade and conference events.Jonas Software is the leading provider of enterprise management software solutions to 12 different vertical markets throughout the world. With over 50 distinct brands operating within these 12 vertical markets, Jonas Software is the valued technology partner of over 25,000 customers, in more than 20 countries. Jonas’ vision is to be the branded global leader across the aforementioned 12 vertical markets and be recognized as the trusted provider of Software For Life."
